id,image_filename,image_path,cnic,ocr_status,confidence
426,0426.png,IdentityCards/0426.png,,failed,0
427,0427.png,IdentityCards/0427.png,42027-0000421-7,success,0.5311
428,0428.png,IdentityCards/0428.png,42028-0000428-8,success,0.7682
429,0429.png,IdentityCards/0429.png,42029-0000429-9,success,0.7789
430,0430.png,IdentityCards/0430.png,42030-0000430-0,success,0.6497
431,0431.png,IdentityCards/0431.png,42031-0000431-1,success,0.7568
432,0432.png,IdentityCards/0432.png,42032-0000432-2,success,0.7074
433,0433.png,IdentityCards/0433.png,42033-0000433-3,success,0.7732
434,0434.png,IdentityCards/0434.png,42034-0000434-4,success,0.796
435,0435.png,IdentityCards/0435.png,42035-0000435-5,success,0.827
436,0436.png,IdentityCards/0436.png,42036-0000436-6,success,0.8928
437,0437.png,IdentityCards/0437.png,42037-0000437-7,success,0.7283
438,0438.png,IdentityCards/0438.png,42038-0000438-8,success,0.8045
439,0439.png,IdentityCards/0439.png,42039-0000439-9,success,0.8352
440,0440.png,IdentityCards/0440.png,42040-0000440-0,success,0.6737
441,0441.png,IdentityCards/0441.png,42041-0000441-1,success,0.7823
442,0442.png,IdentityCards/0442.png,42042-0000442-2,success,0.8961
443,0443.png,IdentityCards/0443.png,42043-0000443-3,success,0.7838
444,0444.png,IdentityCards/0444.png,42044-0000444-4,success,0.7106
445,0445.png,IdentityCards/0445.png,42045-0000445-5,success,0.5864
446,0446.png,IdentityCards/0446.png,42046-0000446-6,success,0.9217
447,0447.png,IdentityCards/0447.png,42047-0000447-7,success,0.7765
448,0448.png,IdentityCards/0448.png,42048-0000448-8,success,0.642
449,0449.png,IdentityCards/0449.png,42049-0000449-9,success,0.7313
450,0450.png,IdentityCards/0450.png,42050-0000450-0,success,0.6237
451,0451.png,IdentityCards/0451.png,42051-0000451-1,success,0.8717
452,0452.png,IdentityCards/0452.png,42052-0000452-2,success,0.7671
453,0453.png,IdentityCards/0453.png,42053-0000453-3,success,0.609
454,0454.png,IdentityCards/0454.png,42054-0000454-4,success,0.8003
455,0455.png,IdentityCards/0455.png,42055-0000455-5,success,0.667
456,0456.png,IdentityCards/0456.png,42056-0000456-6,success,0.8778
457,0457.png,IdentityCards/0457.png,42057-0000457-7,success,0.6033
458,0458.png,IdentityCards/0458.png,42058-0000458-8,success,0.7348
459,0459.png,IdentityCards/0459.png,42059-0000459-9,success,0.774
460,0460.png,IdentityCards/0460.png,42080-0000460-0,success,0.5724
461,0461.png,IdentityCards/0461.png,42081-0000461-1,success,0.6386
462,0462.png,IdentityCards/0462.png,42062-0000462-2,success,0.8445
463,0463.png,IdentityCards/0463.png,42063-0000463-3,success,0.7454
464,0464.png,IdentityCards/0464.png,42064-0000464-4,success,0.6354
465,0465.png,IdentityCards/0465.png,42085-0000465-5,success,0.549
466,0466.png,IdentityCards/0466.png,42086-0000466-6,success,0.872
467,0467.png,IdentityCards/0467.png,42067-0000467-7,success,0.6493
468,0468.png,IdentityCards/0468.png,42088-0000468-8,success,0.6998
469,0469.png,IdentityCards/0469.png,,failed,0.3938
470,0470.png,IdentityCards/0470.png,42070-0000470-0,success,0.6892
471,0471.png,IdentityCards/0471.png,42071-0000471-1,success,0.7117
472,0472.png,IdentityCards/0472.png,42072-0000472-2,success,0.7275
473,0473.png,IdentityCards/0473.png,42073-0000473-3,success,0.5167
474,0474.png,IdentityCards/0474.png,42074-0000474-4,success,0.8607
475,0475.png,IdentityCards/0475.png,42075-0000475-5,success,0.7986
476,0476.png,IdentityCards/0476.png,42076-0000476-6,success,0.8867
477,0477.png,IdentityCards/0477.png,42077-0000477-7,success,0.6409
478,0478.png,IdentityCards/0478.png,42078-0000478-8,success,0.5042
479,0479.png,IdentityCards/0479.png,42079-0000479-9,success,0.7201
480,0480.png,IdentityCards/0480.png,42080-0000480-0,success,0.5813
481,0481.png,IdentityCards/0481.png,42081-0000481-1,success,0.6645
482,0482.png,IdentityCards/0482.png,42082-0000482-2,success,0.8539
483,0483.png,IdentityCards/0483.png,42083-0000483-3,success,0.5543
484,0484.png,IdentityCards/0484.png,42084-0000484-4,success,0.7009
485,0485.png,IdentityCards/0485.png,42085-0000485-5,success,0.7278
486,0486.png,IdentityCards/0486.png,42086-0000486-6,success,0.9309
487,0487.png,IdentityCards/0487.png,42087-0000487-7,success,0.8354
488,0488.png,IdentityCards/0488.png,,failed,0
489,0489.png,IdentityCards/0489.png,,failed,0.49
490,0490.png,IdentityCards/0490.png,42090-0000490-0,success,0.6074
491,0491.png,IdentityCards/0491.png,42091-0000491-1,success,0.8028
492,0492.png,IdentityCards/0492.png,,failed,0.2633
493,0493.png,IdentityCards/0493.png,42093-0000493-3,success,0.6514
494,0494.png,IdentityCards/0494.png,42094-0000494-4,success,0.6351
495,0495.png,IdentityCards/0495.png,42035-0000495-5,success,0.5352
496,0496.png,IdentityCards/0496.png,42096-0000496-6,success,0.9357
497,0497.png,IdentityCards/0497.png,,failed,0.3651
498,0498.png,IdentityCards/0498.png,42098-0000498-8,success,0.6371
499,0499.png,IdentityCards/0499.png,42099-0000499-9,success,0.5895
500,0500.png,IdentityCards/0500.png,,failed,0.176
501,0501.png,IdentityCards/0501.png,42601-0000501-1,success,0.5217
502,0502.png,IdentityCards/0502.png,42002-0000502-2,success,0.5843
503,0503.png,IdentityCards/0503.png,,failed,0.3744
504,0504.png,IdentityCards/0504.png,42004-0000504-4,success,0.6352
505,0505.png,IdentityCards/0505.png,,failed,0.4376
506,0506.png,IdentityCards/0506.png,,failed,0.4491
507,0507.png,IdentityCards/0507.png,42607-0000507-7,success,0.5861
508,0508.png,IdentityCards/0508.png,,failed,0.4173
509,0509.png,IdentityCards/0509.png,42009-0000509-9,success,0.5613
510,0510.png,IdentityCards/0510.png,,failed,0
511,0511.png,IdentityCards/0511.png,42011-0000511-1,success,0.6667
512,0512.png,IdentityCards/0512.png,42012-0000512-2,success,0.8572
513,0513.png,IdentityCards/0513.png,,failed,0.444
514,0514.png,IdentityCards/0514.png,42014-0000514-4,success,0.5272
515,0515.png,IdentityCards/0515.png,42015-0000515-5,success,0.7424
516,0516.png,IdentityCards/0516.png,42016-0000516-6,success,0.8671
517,0517.png,IdentityCards/0517.png,42017-0000517-7,success,0.8431
518,0518.png,IdentityCards/0518.png,42018-0000518-8,success,0.5206
519,0519.png,IdentityCards/0519.png,42019-0000519-9,success,0.9461
520,0520.png,IdentityCards/0520.png,42020-0000520-0,success,0.5727
521,0521.png,IdentityCards/0521.png,42021-0000521-1,success,0.7082
522,0522.png,IdentityCards/0522.png,42022-0000522-2,success,0.7105
523,0523.png,IdentityCards/0523.png,42023-0000523-3,success,0.6026
524,0524.png,IdentityCards/0524.png,42024-0000524-4,success,0.8301
525,0525.png,IdentityCards/0525.png,42023-0000525-5,success,0.5181
526,0526.png,IdentityCards/0526.png,42026-0000526-6,success,0.6998
527,0527.png,IdentityCards/0527.png,,failed,0.4306
528,0528.png,IdentityCards/0528.png,42028-0000528-8,success,0.7812
529,0529.png,IdentityCards/0529.png,42029-0000529-9,success,0.8347
530,0530.png,IdentityCards/0530.png,42030-0000530-0,success,0.623
531,0531.png,IdentityCards/0531.png,42031-0000531-1,success,0.8502
532,0532.png,IdentityCards/0532.png,42032-0000532-2,success,0.8691
533,0533.png,IdentityCards/0533.png,42033-0000533-3,success,0.5445
534,0534.png,IdentityCards/0534.png,42034-0000534-4,success,0.8591
535,0535.png,IdentityCards/0535.png,42035-0000525-5,success,0.5268
536,0536.png,IdentityCards/0536.png,42036-0000526-6,success,0.7786
537,0537.png,IdentityCards/0537.png,42037-0000537-7,success,0.6834
538,0538.png,IdentityCards/0538.png,42038-0000528-8,success,0.7017
539,0539.png,IdentityCards/0539.png,42039-0000539-9,success,0.6293
540,0540.png,IdentityCards/0540.png,42040-0000540-0,success,0.7411
541,0541.png,IdentityCards/0541.png,42041-0000541-1,success,0.7999
542,0542.png,IdentityCards/0542.png,42042-0000542-2,success,0.8542
543,0543.png,IdentityCards/0543.png,42043-0000543-3,success,0.7068
544,0544.png,IdentityCards/0544.png,42044-0000544-4,success,0.6369
545,0545.png,IdentityCards/0545.png,42045-0000545-5,success,0.8313
546,0546.png,IdentityCards/0546.png,42046-0000546-6,success,0.908
547,0547.png,IdentityCards/0547.png,42047-0000547-7,success,0.7909
548,0548.png,IdentityCards/0548.png,42048-0000548-8,success,0.7309
549,0549.png,IdentityCards/0549.png,42049-0000549-9,success,0.6807
550,0550.png,IdentityCards/0550.png,42050-0000550-0,success,0.6113
551,0551.png,IdentityCards/0551.png,42051-0000551-1,success,0.9021
552,0552.png,IdentityCards/0552.png,42052-0000552-2,success,0.8887
553,0553.png,IdentityCards/0553.png,,failed,0.4384
554,0554.png,IdentityCards/0554.png,42054-0000554-4,success,0.8445
555,0555.png,IdentityCards/0555.png,,failed,0.413
556,0556.png,IdentityCards/0556.png,42056-0000556-6,success,0.8946
557,0557.png,IdentityCards/0557.png,42057-0000557-7,success,0.7314
558,0558.png,IdentityCards/0558.png,,failed,0.4436
559,0559.png,IdentityCards/0559.png,42059-0000559-9,success,0.636
560,0560.png,IdentityCards/0560.png,42080-0000560-0,success,0.5982
561,0561.png,IdentityCards/0561.png,42081-0000561-1,success,0.6175
562,0562.png,IdentityCards/0562.png,42062-0000562-2,success,0.8309
563,0563.png,IdentityCards/0563.png,42063-0000563-3,success,0.7484
564,0564.png,IdentityCards/0564.png,42064-0000564-4,success,0.6327
565,0565.png,IdentityCards/0565.png,,failed,0.4804
566,0566.png,IdentityCards/0566.png,42086-0000566-6,success,0.9164
567,0567.png,IdentityCards/0567.png,42067-0000567-7,success,0.7076
568,0568.png,IdentityCards/0568.png,42088-0000568-8,success,0.7311
569,0569.png,IdentityCards/0569.png,,failed,0.4657
570,0570.png,IdentityCards/0570.png,42070-0000570-0,success,0.7319
571,0571.png,IdentityCards/0571.png,42071-0000571-1,success,0.7808
572,0572.png,IdentityCards/0572.png,42072-0000572-2,success,0.7851
573,0573.png,IdentityCards/0573.png,42073-0000573-3,success,0.6951
574,0574.png,IdentityCards/0574.png,42074-0000574-4,success,0.8879
575,0575.png,IdentityCards/0575.png,42075-0000575-5,success,0.8475
576,0576.png,IdentityCards/0576.png,42076-0000576-6,success,0.9179
577,0577.png,IdentityCards/0577.png,42077-0000577-1,success,0.5389
578,0578.png,IdentityCards/0578.png,42078-0000578-8,success,0.7278
579,0579.png,IdentityCards/0579.png,42079-0000579-9,success,0.7953
580,0580.png,IdentityCards/0580.png,,failed,0.2727
581,0581.png,IdentityCards/0581.png,42081-0000581-1,success,0.7174
582,0582.png,IdentityCards/0582.png,42082-0000582-2,success,0.7744
583,0583.png,IdentityCards/0583.png,42083-0000583-3,success,0.5668
584,0584.png,IdentityCards/0584.png,,failed,0.3691
585,0585.png,IdentityCards/0585.png,,failed,0.4043
586,0586.png,IdentityCards/0586.png,42086-0000586-6,success,0.8788
587,0587.png,IdentityCards/0587.png,42087-0000587-7,success,0.6813
588,0588.png,IdentityCards/0588.png,42088-0000588-8,success,0.5927
589,0589.png,IdentityCards/0589.png,42089-0000589-9,success,0.717
590,0590.png,IdentityCards/0590.png,42090-0000590-0,success,0.5886
591,0591.png,IdentityCards/0591.png,42091-0000591-1,success,0.7902
592,0592.png,IdentityCards/0592.png,42082-0000592-2,success,0.6234
593,0593.png,IdentityCards/0593.png,42093-0000593-3,success,0.727
594,0594.png,IdentityCards/0594.png,42094-0000594-4,success,0.7346
595,0595.png,IdentityCards/0595.png,42095-0000595-5,success,0.7155
596,0596.png,IdentityCards/0596.png,42096-0000596-6,success,0.8864
597,0597.png,IdentityCards/0597.png,42097-0000597-7,success,0.638
598,0598.png,IdentityCards/0598.png,42098-0000598-8,success,0.7755
599,0599.png,IdentityCards/0599.png,42039-0000599-9,success,0.5475
600,0600.png,IdentityCards/0600.png,,failed,0.2251
601,0601.png,IdentityCards/0601.png,,failed,0.4987
602,0602.png,IdentityCards/0602.png,,failed,0.4404
603,0603.png,IdentityCards/0603.png,,failed,0.3706
604,0604.png,IdentityCards/0604.png,,failed,0
605,0605.png,IdentityCards/0605.png,42605-0000605-5,success,0.6128
606,0606.png,IdentityCards/0606.png,42606-0000606-6,success,0.5829
607,0607.png,IdentityCards/0607.png,42607-0000607-7,success,0.5939
608,0608.png,IdentityCards/0608.png,,failed,0
609,0609.png,IdentityCards/0609.png,,failed,0.46
610,0610.png,IdentityCards/0610.png,42010-0000610-0,success,0.571
611,0611.png,IdentityCards/0611.png,,failed,0.4764
612,0612.png,IdentityCards/0612.png,42012-0000612-2,success,0.7564
613,0613.png,IdentityCards/0613.png,42013-0000613-3,success,0.623
614,0614.png,IdentityCards/0614.png,42014-0000614-4,success,0.7724
615,0615.png,IdentityCards/0615.png,42015-0000615-5,success,0.8284
616,0616.png,IdentityCards/0616.png,42016-0000616-6,success,0.8713
617,0617.png,IdentityCards/0617.png,42017-0000617-7,success,0.5135
618,0618.png,IdentityCards/0618.png,,failed,0.4745
619,0619.png,IdentityCards/0619.png,42019-0000619-9,success,0.6037
620,0620.png,IdentityCards/0620.png,,failed,0
621,0621.png,IdentityCards/0621.png,42021-0000621-1,success,0.7173
622,0622.png,IdentityCards/0622.png,42022-0000622-2,success,0.7465
623,0623.png,IdentityCards/0623.png,42023-0000623-3,success,0.7318
624,0624.png,IdentityCards/0624.png,42024-0000624-4,success,0.8003
625,0625.png,IdentityCards/0625.png,,failed,0.4526
626,0626.png,IdentityCards/0626.png,42026-0000626-6,success,0.7422
627,0627.png,IdentityCards/0627.png,42027-0000621-7,success,0.6307
628,0628.png,IdentityCards/0628.png,42028-0000628-8,success,0.7491
629,0629.png,IdentityCards/0629.png,42029-0000629-9,success,0.5275
630,0630.png,IdentityCards/0630.png,42030-0000630-0,success,0.625
631,0631.png,IdentityCards/0631.png,42031-0000631-1,success,0.7588
632,0632.png,IdentityCards/0632.png,42032-0000632-2,success,0.601
633,0633.png,IdentityCards/0633.png,42033-0000633-3,success,0.5436
634,0634.png,IdentityCards/0634.png,42034-0000634-4,success,0.5916
635,0635.png,IdentityCards/0635.png,42035-0000625-5,success,0.5815
636,0636.png,IdentityCards/0636.png,42036-0000626-6,success,0.6831
637,0637.png,IdentityCards/0637.png,42037-0000637-7,success,0.8156
638,0638.png,IdentityCards/0638.png,42038-0000638-8,success,0.6166
639,0639.png,IdentityCards/0639.png,42039-0000639-9,success,0.663
640,0640.png,IdentityCards/0640.png,42040-0000640-0,success,0.6819
641,0641.png,IdentityCards/0641.png,42041-0000641-1,success,0.671
642,0642.png,IdentityCards/0642.png,42042-0000642-2,success,0.832
643,0643.png,IdentityCards/0643.png,42043-0000643-3,success,0.6892
644,0644.png,IdentityCards/0644.png,42044-0000644-4,success,0.6517
645,0645.png,IdentityCards/0645.png,42045-0000645-5,success,0.8117
646,0646.png,IdentityCards/0646.png,42046-0000646-6,success,0.9123
647,0647.png,IdentityCards/0647.png,42047-0000647-7,success,0.8313
648,0648.png,IdentityCards/0648.png,,failed,0.4296
649,0649.png,IdentityCards/0649.png,42049-0000649-9,success,0.7575
650,0650.png,IdentityCards/0650.png,42050-0000650-0,success,0.5335
651,0651.png,IdentityCards/0651.png,42051-0000651-1,success,0.7057
652,0652.png,IdentityCards/0652.png,42052-0000652-2,success,0.6529
653,0653.png,IdentityCards/0653.png,42053-0000653-3,success,0.7223
654,0654.png,IdentityCards/0654.png,42054-0000654-4,success,0.8265
655,0655.png,IdentityCards/0655.png,42055-0000655-5,success,0.6823
656,0656.png,IdentityCards/0656.png,42056-0000656-6,success,0.8935
657,0657.png,IdentityCards/0657.png,42057-0000657-7,success,0.637
658,0658.png,IdentityCards/0658.png,,failed,0.4423
659,0659.png,IdentityCards/0659.png,42059-0000659-9,success,0.6212
660,0660.png,IdentityCards/0660.png,42080-0000660-0,success,0.6316
661,0661.png,IdentityCards/0661.png,42081-0000661-1,success,0.823
662,0662.png,IdentityCards/0662.png,42062-0000662-2,success,0.8377
663,0663.png,IdentityCards/0663.png,42063-0000663-3,success,0.5661
664,0664.png,IdentityCards/0664.png,42064-0000664-4,success,0.702
665,0665.png,IdentityCards/0665.png,42085-0000665-5,success,0.5561
666,0666.png,IdentityCards/0666.png,42086-0000666-6,success,0.8268
667,0667.png,IdentityCards/0667.png,42067-0000667-7,success,0.7831
668,0668.png,IdentityCards/0668.png,42088-0000668-8,success,0.7102
669,0669.png,IdentityCards/0669.png,,failed,0.3863
670,0670.png,IdentityCards/0670.png,42070-0000670-0,success,0.6171
671,0671.png,IdentityCards/0671.png,42071-0000671-1,success,0.7641
672,0672.png,IdentityCards/0672.png,42072-0000672-2,success,0.8312
673,0673.png,IdentityCards/0673.png,42073-0000673-3,success,0.6692
674,0674.png,IdentityCards/0674.png,42074-0000674-4,success,0.7959
675,0675.png,IdentityCards/0675.png,42075-0000675-5,success,0.7641
676,0676.png,IdentityCards/0676.png,42076-0000676-6,success,0.8952
677,0677.png,IdentityCards/0677.png,42077-0000677-7,success,0.674
678,0678.png,IdentityCards/0678.png,42078-0000678-8,success,0.6831
679,0679.png,IdentityCards/0679.png,42079-0000679-9,success,0.8771
680,0680.png,IdentityCards/0680.png,,failed,0
681,0681.png,IdentityCards/0681.png,,failed,0
682,0682.png,IdentityCards/0682.png,,failed,0.4448
683,0683.png,IdentityCards/0683.png,,failed,0.385
684,0684.png,IdentityCards/0684.png,42084-0000684-4,success,0.5527
685,0685.png,IdentityCards/0685.png,42085-0000685-5,success,0.7475
686,0686.png,IdentityCards/0686.png,42086-0000686-6,success,0.889
687,0687.png,IdentityCards/0687.png,42087-0000687-7,success,0.6825
688,0688.png,IdentityCards/0688.png,42088-0000688-8,success,0.5104
689,0689.png,IdentityCards/0689.png,42089-0000689-9,success,0.5194
690,0690.png,IdentityCards/0690.png,,failed,0.4373
691,0691.png,IdentityCards/0691.png,42091-0000691-1,success,0.8209
692,0692.png,IdentityCards/0692.png,42082-0000692-2,success,0.528
693,0693.png,IdentityCards/0693.png,,failed,0.3974
694,0694.png,IdentityCards/0694.png,42094-0000694-4,success,0.7364
695,0695.png,IdentityCards/0695.png,42095-0000695-5,success,0.6826
696,0696.png,IdentityCards/0696.png,42096-0000696-6,success,0.6238
697,0697.png,IdentityCards/0697.png,42097-0000697-7,success,0.5484
698,0698.png,IdentityCards/0698.png,42098-0000698-8,success,0.7897
699,0699.png,IdentityCards/0699.png,42039-0000699-9,success,0.6054
700,0700.png,IdentityCards/0700.png,,failed,0.2052
701,0701.png,IdentityCards/0701.png,,failed,0.4413
702,0702.png,IdentityCards/0702.png,,failed,0.4268
703,0703.png,IdentityCards/0703.png,,failed,0.4172
704,0704.png,IdentityCards/0704.png,,failed,0.476
705,0705.png,IdentityCards/0705.png,42605-0000705-5,success,0.536
706,0706.png,IdentityCards/0706.png,,failed,0.3743
707,0707.png,IdentityCards/0707.png,42607-0000707-7,success,0.5072
708,0708.png,IdentityCards/0708.png,,failed,0.3809
709,0709.png,IdentityCards/0709.png,,failed,0.468
710,0710.png,IdentityCards/0710.png,42010-0000710-0,success,0.7515
711,0711.png,IdentityCards/0711.png,42011-0000711-1,success,0.5744
712,0712.png,IdentityCards/0712.png,42012-0000712-2,success,0.836
713,0713.png,IdentityCards/0713.png,,failed,0.4951
714,0714.png,IdentityCards/0714.png,42014-0000714-4,success,0.7396
715,0715.png,IdentityCards/0715.png,,failed,0.4309
716,0716.png,IdentityCards/0716.png,42016-0000716-6,success,0.7314
717,0717.png,IdentityCards/0717.png,42017-0000717-7,success,0.7666
718,0718.png,IdentityCards/0718.png,42018-0000718-8,success,0.5868
719,0719.png,IdentityCards/0719.png,42019-0000719-9,success,0.5462
720,0720.png,IdentityCards/0720.png,42020-0000720-0,success,0.5905
721,0721.png,IdentityCards/0721.png,,failed,0.4862
722,0722.png,IdentityCards/0722.png,42022-0000722-2,success,0.7049
723,0723.png,IdentityCards/0723.png,42023-0000723-3,success,0.6629
724,0724.png,IdentityCards/0724.png,42024-0000724-4,success,0.7246
725,0725.png,IdentityCards/0725.png,,failed,0.2769
726,0726.png,IdentityCards/0726.png,42026-0000726-6,success,0.6832
727,0727.png,IdentityCards/0727.png,42027-0000721-7,success,0.7036
728,0728.png,IdentityCards/0728.png,42028-0000728-8,success,0.7272
729,0729.png,IdentityCards/0729.png,,failed,0.4508
730,0730.png,IdentityCards/0730.png,42030-0000730-0,success,0.8118
731,0731.png,IdentityCards/0731.png,42031-0000731-1,success,0.5582
732,0732.png,IdentityCards/0732.png,42032-0000732-2,success,0.6724
733,0733.png,IdentityCards/0733.png,42033-0000733-3,success,0.5522
734,0734.png,IdentityCards/0734.png,42034-0000734-4,success,0.8528
735,0735.png,IdentityCards/0735.png,42035-0000735-5,success,0.7665
736,0736.png,IdentityCards/0736.png,42036-0000736-6,success,0.8791
737,0737.png,IdentityCards/0737.png,42037-0000737-7,success,0.6403
738,0738.png,IdentityCards/0738.png,42038-0000738-8,success,0.8329
739,0739.png,IdentityCards/0739.png,42039-0000739-9,success,0.8496
740,0740.png,IdentityCards/0740.png,42040-0000740-0,success,0.5738
741,0741.png,IdentityCards/0741.png,,failed,0.4187
742,0742.png,IdentityCards/0742.png,42042-0000742-2,success,0.7741
743,0743.png,IdentityCards/0743.png,42043-0000743-3,success,0.5176
744,0744.png,IdentityCards/0744.png,42044-0000744-4,success,0.531
745,0745.png,IdentityCards/0745.png,42045-0000745-5,success,0.6413
746,0746.png,IdentityCards/0746.png,42046-0000746-6,success,0.8153
747,0747.png,IdentityCards/0747.png,42047-0000747-7,success,0.6775
748,0748.png,IdentityCards/0748.png,42048-0000748-8,success,0.6137
749,0749.png,IdentityCards/0749.png,42049-0000749-9,success,0.7507
750,0750.png,IdentityCards/0750.png,42050-0000750-0,success,0.7622
751,0751.png,IdentityCards/0751.png,42051-0000751-1,success,0.8873
752,0752.png,IdentityCards/0752.png,42052-0000752-2,success,0.6999
753,0753.png,IdentityCards/0753.png,42053-0000753-3,success,0.7878
754,0754.png,IdentityCards/0754.png,42054-0000754-4,success,0.7934
755,0755.png,IdentityCards/0755.png,42055-0000755-5,success,0.6109
756,0756.png,IdentityCards/0756.png,42056-0000756-6,success,0.8879
757,0757.png,IdentityCards/0757.png,42057-0000757-7,success,0.7421
758,0758.png,IdentityCards/0758.png,42058-0000758-8,success,0.7931
759,0759.png,IdentityCards/0759.png,42059-0000759-9,success,0.6604
760,0760.png,IdentityCards/0760.png,42080-0000760-0,success,0.5366
761,0761.png,IdentityCards/0761.png,42081-0000761-1,success,0.7705
762,0762.png,IdentityCards/0762.png,42062-0000762-2,success,0.8604
763,0763.png,IdentityCards/0763.png,42063-0000763-3,success,0.5719
764,0764.png,IdentityCards/0764.png,42064-0000764-4,success,0.6279
765,0765.png,IdentityCards/0765.png,42085-0000765-5,success,0.7401
766,0766.png,IdentityCards/0766.png,42086-0000766-6,success,0.894
767,0767.png,IdentityCards/0767.png,42067-0000767-7,success,0.6637
768,0768.png,IdentityCards/0768.png,42088-0000768-8,success,0.678
769,0769.png,IdentityCards/0769.png,,failed,0.4845
770,0770.png,IdentityCards/0770.png,42070-0000770-0,success,0.5783
771,0771.png,IdentityCards/0771.png,,failed,0.4635
772,0772.png,IdentityCards/0772.png,42072-0000772-2,success,0.5966
773,0773.png,IdentityCards/0773.png,42073-0000773-3,success,0.6712
774,0774.png,IdentityCards/0774.png,42074-0000771-4,success,0.558
775,0775.png,IdentityCards/0775.png,42075-0000775-5,success,0.6741
776,0776.png,IdentityCards/0776.png,42076-0000776-6,success,0.8658
777,0777.png,IdentityCards/0777.png,,failed,0.3028
778,0778.png,IdentityCards/0778.png,42078-0000778-8,success,0.6433
779,0779.png,IdentityCards/0779.png,,failed,0.4725
780,0780.png,IdentityCards/0780.png,42080-0000780-0,success,0.6404
781,0781.png,IdentityCards/0781.png,42081-0000781-1,success,0.7548
782,0782.png,IdentityCards/0782.png,42082-0000782-2,success,0.648
783,0783.png,IdentityCards/0783.png,42083-0000783-3,success,0.6699
784,0784.png,IdentityCards/0784.png,42084-0000784-4,success,0.7503
785,0785.png,IdentityCards/0785.png,42085-0000785-5,success,0.7418
786,0786.png,IdentityCards/0786.png,42086-0000786-6,success,0.877
787,0787.png,IdentityCards/0787.png,42087-0000787-7,success,0.7456
788,0788.png,IdentityCards/0788.png,42088-0000788-8,success,0.7027
789,0789.png,IdentityCards/0789.png,42089-0000789-9,success,0.5892
790,0790.png,IdentityCards/0790.png,42090-0000790-0,success,0.5584
791,0791.png,IdentityCards/0791.png,42091-0000791-1,success,0.8233
792,0792.png,IdentityCards/0792.png,,failed,0.4689
793,0793.png,IdentityCards/0793.png,,failed,0.4454
794,0794.png,IdentityCards/0794.png,42094-0000794-4,success,0.6187
795,0795.png,IdentityCards/0795.png,42095-0000795-5,success,0.643
796,0796.png,IdentityCards/0796.png,42096-0000796-6,success,0.8188
797,0797.png,IdentityCards/0797.png,42097-0000797-7,success,0.7724
798,0798.png,IdentityCards/0798.png,42098-0000798-8,success,0.7557
799,0799.png,IdentityCards/0799.png,42099-0000799-9,success,0.6123
800,0800.png,IdentityCards/0800.png,,failed,0.242
801,0801.png,IdentityCards/0801.png,42601-0000801-1,success,0.6082
802,0802.png,IdentityCards/0802.png,,failed,0.3914
803,0803.png,IdentityCards/0803.png,,failed,0
804,0804.png,IdentityCards/0804.png,,failed,0.3851
805,0805.png,IdentityCards/0805.png,42605-0000805-5,success,0.6441
806,0806.png,IdentityCards/0806.png,42606-0000806-6,success,0.5931
807,0807.png,IdentityCards/0807.png,42607-0000807-7,success,0.6181
808,0808.png,IdentityCards/0808.png,,failed,0
809,0809.png,IdentityCards/0809.png,,failed,0.4457
810,0810.png,IdentityCards/0810.png,42010-0000810-0,success,0.6158
811,0811.png,IdentityCards/0811.png,42011-0000811-1,success,0.6129
812,0812.png,IdentityCards/0812.png,42012-0000812-2,success,0.6372
813,0813.png,IdentityCards/0813.png,42013-0000813-3,success,0.6698
814,0814.png,IdentityCards/0814.png,42014-0000814-4,success,0.7445
815,0815.png,IdentityCards/0815.png,42015-0000815-5,success,0.743
816,0816.png,IdentityCards/0816.png,42016-0000816-6,success,0.9086
817,0817.png,IdentityCards/0817.png,42017-0000817-7,success,0.7527
818,0818.png,IdentityCards/0818.png,42018-0000818-8,success,0.5203
819,0819.png,IdentityCards/0819.png,42019-0000819-9,success,0.9155
820,0820.png,IdentityCards/0820.png,42020-0000820-0,success,0.6262
821,0821.png,IdentityCards/0821.png,,failed,0
822,0822.png,IdentityCards/0822.png,42022-0000822-2,success,0.5723
823,0823.png,IdentityCards/0823.png,42023-0000823-3,success,0.6601
824,0824.png,IdentityCards/0824.png,42024-0000824-4,success,0.7917
825,0825.png,IdentityCards/0825.png,,failed,0.4805
826,0826.png,IdentityCards/0826.png,,failed,0
827,0827.png,IdentityCards/0827.png,42027-0000827-7,success,0.5354
828,0828.png,IdentityCards/0828.png,42028-0000828-8,success,0.8236
829,0829.png,IdentityCards/0829.png,,failed,0.4798
830,0830.png,IdentityCards/0830.png,42030-0000830-0,success,0.6805
831,0831.png,IdentityCards/0831.png,42031-0000831-1,success,0.6108
832,0832.png,IdentityCards/0832.png,42032-0000832-2,success,0.6463
833,0833.png,IdentityCards/0833.png,42033-0000833-3,success,0.6117
834,0834.png,IdentityCards/0834.png,42034-0000834-4,success,0.6965
835,0835.png,IdentityCards/0835.png,42035-0000825-5,success,0.5767
836,0836.png,IdentityCards/0836.png,42036-0000836-6,success,0.7288
837,0837.png,IdentityCards/0837.png,42037-0000837-7,success,0.7588
838,0838.png,IdentityCards/0838.png,42038-0000838-8,success,0.6742
839,0839.png,IdentityCards/0839.png,42039-0000839-9,success,0.6952
840,0840.png,IdentityCards/0840.png,42040-0000840-0,success,0.5129
841,0841.png,IdentityCards/0841.png,,failed,0.3617
